URI|PROPERTY|ENGLISH LABEL|TRANSLATION|POSTPROCESSING (RULES)
http://snomed.info/id/303224003|http://www.w3.org/2004/02/skos/core#prefLabel|Phage type Jersey|phage type Jersey|phage type Jersey
http://snomed.info/id/303225002|http://www.w3.org/2004/02/skos/core#prefLabel|Phage type Scarborough|phage type Scarborough|phage type Scarborough
http://snomed.info/id/303226001|http://www.w3.org/2004/02/skos/core#prefLabel|Phage type Taunton|phage type taunton|phage type taunton
http://snomed.info/id/303227005|http://www.w3.org/2004/02/skos/core#prefLabel|Phage type Worksop|pince de travail type phage|pince de travail type phage
http://snomed.info/id/303228000|http://www.w3.org/2004/02/skos/core#prefLabel|Phage type Baor|phage type Baor|phage type Baor
http://snomed.info/id/303229008|http://www.w3.org/2004/02/skos/core#prefLabel|Phage type Battersea|phage type battersea|phage type battersea
http://snomed.info/id/303231004|http://www.w3.org/2004/02/skos/core#prefLabel|Intracranial|intracrânien|intracrânien
http://snomed.info/id/303232006|http://www.w3.org/2004/02/skos/core#prefLabel|Extracranial|extracrânien|extracrânien
http://snomed.info/id/303341003|http://www.w3.org/2004/02/skos/core#prefLabel|Nominated gauges|les jauges nominées.|les jauges nominées
http://snomed.info/id/303342005|http://www.w3.org/2004/02/skos/core#prefLabel|Standard wire gauge|jauge standard|jauge standard
http://snomed.info/id/303343000|http://www.w3.org/2004/02/skos/core#prefLabel|French gauge|calibre français|calibre français
http://snomed.info/id/303343000|http://www.w3.org/2004/02/skos/core#altLabel|Fr - French gauge|jauge français|jauge français
http://snomed.info/id/303350001|http://www.w3.org/2004/02/skos/core#prefLabel|Ongoing episode|épisode en cours|épisode en cours
http://snomed.info/id/303359000|http://www.w3.org/2004/02/skos/core#prefLabel|Relapse episode|épisode de rechute|épisode de rechute
http://snomed.info/id/303483009|http://www.w3.org/2004/02/skos/core#prefLabel|Subcranial|sous-crânien|sous-crânien
http://snomed.info/id/303563006|http://www.w3.org/2004/02/skos/core#prefLabel|Trans-hiatal approach|voie trans-hiatale|voie trans-hiatale
http://snomed.info/id/303563006|http://www.w3.org/2004/02/skos/core#altLabel|Trans-hiatal|trans-hiatal|Trans-hiatal
http://snomed.info/id/303578004|http://www.w3.org/2004/02/skos/core#prefLabel|Subclavicular approach|voie sous-claviculaire|voie sous-claviculaire
http://snomed.info/id/303578004|http://www.w3.org/2004/02/skos/core#altLabel|Subclavian|sous-clavier|sous-clavier
http://snomed.info/id/303578004|http://www.w3.org/2004/02/skos/core#altLabel|Subclavicular|sous-claviculaire|sous-claviculaire
http://snomed.info/id/303893007|http://www.w3.org/2004/02/skos/core#prefLabel|Functional modification|modification fonctionnelle|modification fonctionnelle
http://snomed.info/id/303894001|http://www.w3.org/2004/02/skos/core#prefLabel|Structural modification|modification structurale|modification structurale
http://snomed.info/id/303955003|http://www.w3.org/2004/02/skos/core#prefLabel|Transfusion - action|transfusion - action|transfusion - action
http://snomed.info/id/303955003|http://www.w3.org/2004/02/skos/core#altLabel|Transfusion|transfusion|transfusion
http://snomed.info/id/303996000|http://www.w3.org/2004/02/skos/core#prefLabel|Terminalisation - action|terminalisation - action|terminalisation - action
http://snomed.info/id/303996000|http://www.w3.org/2004/02/skos/core#prefLabel|Terminalization - action|terminalisation - action|terminalisation - action
http://snomed.info/id/303996000|http://www.w3.org/2004/02/skos/core#altLabel|Terminalisation|terminalisation|terminalisation
http://snomed.info/id/303996000|http://www.w3.org/2004/02/skos/core#altLabel|Terminalization|terminalisation|terminalisation
http://snomed.info/id/303998004|http://www.w3.org/2004/02/skos/core#prefLabel|Unused action values|valeurs d'action inutilisées|valeurs d'action inutilisées
http://snomed.info/id/304033004|http://www.w3.org/2004/02/skos/core#prefLabel|Specific stimulation technique|technique de stimulation spécifique|technique de stimulation spécifique
http://snomed.info/id/304047000|http://www.w3.org/2004/02/skos/core#prefLabel|Transannular|transannulaire|transannulaire
http://snomed.info/id/304054006|http://www.w3.org/2004/02/skos/core#prefLabel|Structural support - action|action : soutien structurel|action : soutien structurel
http://snomed.info/id/304059001|http://www.w3.org/2004/02/skos/core#prefLabel|Endocardial|endocardique|endocardique
http://snomed.info/id/304114006|http://www.w3.org/2004/02/skos/core#prefLabel|Spinal approach|voie spinale|voie spinale
http://snomed.info/id/304115007|http://www.w3.org/2004/02/skos/core#prefLabel|Trans-stomal approach|voie transstomale|voie transstomale
http://snomed.info/id/304116008|http://www.w3.org/2004/02/skos/core#prefLabel|Approach via jejunostomy|abord par jéjunostomie.|abord par jéjunostomie
http://snomed.info/id/304116008|http://www.w3.org/2004/02/skos/core#altLabel|Via jejunostomy|via la jéjunostomie|via la jéjunostomie
http://snomed.info/id/304117004|http://www.w3.org/2004/02/skos/core#prefLabel|Approach via urinary stoma|abord par stomie urinaire|abord par stomie urinaire
http://snomed.info/id/304141001|http://www.w3.org/2004/02/skos/core#prefLabel|Hip joint approach|voie par articulation hanche|voie par articulation hanche
http://snomed.info/id/304142008|http://www.w3.org/2004/02/skos/core#prefLabel|Anterior hip approach|voie par la hanche antérieure|voie par la hanche antérieure
http://snomed.info/id/304144009|http://www.w3.org/2004/02/skos/core#prefLabel|Lateral hip approach|voie latérale de hanche|voie latérale de hanche
http://snomed.info/id/304145005|http://www.w3.org/2004/02/skos/core#prefLabel|Posterior hip approach|voie de la hanche postérieure|voie de la hanche postérieure
http://snomed.info/id/304147002|http://www.w3.org/2004/02/skos/core#prefLabel|Knee joint approach|voie par l'articulation du genou|voie par l'articulation du genou
http://snomed.info/id/304148007|http://www.w3.org/2004/02/skos/core#prefLabel|Midline knee approach|voie médiane du genou|voie médiane du genou
http://snomed.info/id/304150004|http://www.w3.org/2004/02/skos/core#prefLabel|Shoulder joint approach|voie de l'épaule|voie de l'épaule
http://snomed.info/id/304151000|http://www.w3.org/2004/02/skos/core#prefLabel|Anterior shoulder approach|voie par l'épaule antérieure|voie par l'épaule antérieure
http://snomed.info/id/304152007|http://www.w3.org/2004/02/skos/core#prefLabel|Lateral shoulder approach|voie latérale de l'épaule|voie latérale de l'épaule
http://snomed.info/id/304153002|http://www.w3.org/2004/02/skos/core#prefLabel|Posterior shoulder approach|voie par l'épaule postérieure|voie par l'épaule postérieure
http://snomed.info/id/304154008|http://www.w3.org/2004/02/skos/core#prefLabel|Approach to joint|abord de l'articulation|abord de l'articulation
http://snomed.info/id/304155009|http://www.w3.org/2004/02/skos/core#prefLabel|Elbow joint approach|voie par l'articulation du coude|voie par l'articulation du coude
http://snomed.info/id/304156005|http://www.w3.org/2004/02/skos/core#prefLabel|Posterior elbow approach|voie par le coude postérieur|voie par le coude postérieur
http://snomed.info/id/304157001|http://www.w3.org/2004/02/skos/core#prefLabel|Posterolateral elbow approach|voie d'abord postéro-latérale du coude|voie d'abord postérolatérale du coude
http://snomed.info/id/304158006|http://www.w3.org/2004/02/skos/core#prefLabel|Lateral elbow approach|voie latérale du coude|voie latérale du coude
http://snomed.info/id/304159003|http://www.w3.org/2004/02/skos/core#prefLabel|Ankle joint approach|voie par articulation de la cheville|voie par articulation de la cheville
http://snomed.info/id/304160008|http://www.w3.org/2004/02/skos/core#prefLabel|Anterior ankle approach|voie par la cheville antérieure|voie par la cheville antérieure
http://snomed.info/id/304161007|http://www.w3.org/2004/02/skos/core#prefLabel|Posterior ankle approach|voie par la cheville postérieure|voie par la cheville postérieure
http://snomed.info/id/304162000|http://www.w3.org/2004/02/skos/core#prefLabel|Medial ankle approach|voie par la cheville médiale|voie par la cheville médiale
http://snomed.info/id/304163005|http://www.w3.org/2004/02/skos/core#prefLabel|Lateral ankle approach|voie par la cheville latérale|voie par la cheville latérale
http://snomed.info/id/304164004|http://www.w3.org/2004/02/skos/core#prefLabel|Wrist joint approach|voie par l'articulation du poignet|voie par l'articulation du poignet
http://snomed.info/id/304165003|http://www.w3.org/2004/02/skos/core#prefLabel|Anterior wrist approach|voie par le poignet antérieur|voie par le poignet antérieur
http://snomed.info/id/304166002|http://www.w3.org/2004/02/skos/core#prefLabel|Posterior wrist approach|voie par le poignet postérieur|voie par le poignet postérieur
http://snomed.info/id/304167006|http://www.w3.org/2004/02/skos/core#prefLabel|Anterior spinal approach|voie spinale antérieure|voie spinale antérieure
http://snomed.info/id/304168001|http://www.w3.org/2004/02/skos/core#prefLabel|Posterolateral spinal approach|voie spinale postérolatérale|voie spinale postérolatérale
http://snomed.info/id/304169009|http://www.w3.org/2004/02/skos/core#prefLabel|Transoral spinal approach|voie spinale transorale|voie spinale transorale
http://snomed.info/id/304170005|http://www.w3.org/2004/02/skos/core#prefLabel|Retroperitoneal spinal approach|voie spinale rétropéritonéale|voie spinale rétropéritonéale
http://snomed.info/id/304171009|http://www.w3.org/2004/02/skos/core#prefLabel|Regional spinal approach|voie spinale régionale|voie spinale régionale
http://snomed.info/id/304172002|http://www.w3.org/2004/02/skos/core#prefLabel|Cervical spinal approach|voie spinale cervicale|voie spinale cervicale
http://snomed.info/id/304173007|http://www.w3.org/2004/02/skos/core#prefLabel|Thoracic spinal approach|voie spinale thoracique|voie spinale thoracique
http://snomed.info/id/304174001|http://www.w3.org/2004/02/skos/core#prefLabel|Anterior cervical spine approach|abord antérieur du rachis cervical|abord antérieur du rachis cervical
http://snomed.info/id/304174001|http://www.w3.org/2004/02/skos/core#altLabel|Anterior cervical|cervical antérieur|cervical antérieur
http://snomed.info/id/304187007|http://www.w3.org/2004/02/skos/core#prefLabel|Posterior cervical spine approach|voie par la colonne cervicale postérieure|voie par la colonne cervicale postérieure
http://snomed.info/id/304188002|http://www.w3.org/2004/02/skos/core#prefLabel|Posterior thoracic spinal approach|voie spinale thoracique postérieure|voie spinale thoracique postérieure
http://snomed.info/id/304201003|http://www.w3.org/2004/02/skos/core#prefLabel|Posterior lumbar spinal approach|voie spinale lombaire postérieure|voie spinale lombaire postérieure
http://snomed.info/id/304218004|http://www.w3.org/2004/02/skos/core#prefLabel|Personal hygiene preferences|préférences d'hygiène personnelle|préférences d'hygiène personnelle
http://snomed.info/id/304219007|http://www.w3.org/2004/02/skos/core#prefLabel|Hair care preference|préférence pour soins capillaires|préférence pour soins capillaires
http://snomed.info/id/304220001|http://www.w3.org/2004/02/skos/core#prefLabel|Preference for using oil on hair|préférence pour l'huile capillaire.|préférence pour l'huile capillaire
http://snomed.info/id/304221002|http://www.w3.org/2004/02/skos/core#prefLabel|Shaving preference|préférence de rasage|préférence de rasage
http://snomed.info/id/304222009|http://www.w3.org/2004/02/skos/core#prefLabel|Preference for wet shave|préférence pour un rasage humide|préférence pour un rasage humide
http://snomed.info/id/304223004|http://www.w3.org/2004/02/skos/core#prefLabel|Preference for electric shave|préférence pour un rasage électrique.|préférence pour un rasage électrique
http://snomed.info/id/304224005|http://www.w3.org/2004/02/skos/core#prefLabel|Preference for dry shave|préférence pour le rasage à sec.|préférence pour le rasage à sec
http://snomed.info/id/304225006|http://www.w3.org/2004/02/skos/core#prefLabel|Preference for a bath|préférence pour un bain.|préférence pour un bain
http://snomed.info/id/304226007|http://www.w3.org/2004/02/skos/core#prefLabel|Preference for a shower|préférence pour une douche.|préférence pour une douche
http://snomed.info/id/304239006|http://www.w3.org/2004/02/skos/core#prefLabel|Preferences relating to death and dying|préférences relatives à la mort et au décès|préférences relatives à la mort et au décès
http://snomed.info/id/304283002|http://www.w3.org/2004/02/skos/core#prefLabel|Half-life of radiopharmaceutical|demi-vie des radiopharmaceutiques|demi-vie des radiopharmaceutiques
http://snomed.info/id/304283002|http://www.w3.org/2004/02/skos/core#altLabel|Half-life of radionuclide|demi-vie du radionuclide|demi-vie du radionuclide
http://snomed.info/id/304364007|http://www.w3.org/2004/02/skos/core#prefLabel|Fixation of prosthetic joint component|fixation d'un composant articulaire prothétique|fixation d'un composant articulaire prothétique
http://snomed.info/id/304367000|http://www.w3.org/2004/02/skos/core#prefLabel|Uncemented component fixation|fixation de composant non cimenté|fixation de composant non cimenté
http://snomed.info/id/304367000|http://www.w3.org/2004/02/skos/core#altLabel|Uncemented fixation of prosthetic joint component|fixation non cimentée d'un composant articulaire prothétique|fixation non cimentée d'un composant articulaire prothétique
http://snomed.info/id/304607008|http://www.w3.org/2004/02/skos/core#prefLabel|atmosphere|atmosphère|atmosphère
http://snomed.info/id/304607008|http://www.w3.org/2004/02/skos/core#altLabel|atm|atm|atm
http://snomed.info/id/304608003|http://www.w3.org/2004/02/skos/core#prefLabel|Da|da|Da
http://snomed.info/id/304608003|http://www.w3.org/2004/02/skos/core#altLabel|dalton|dalton|Dalton
http://snomed.info/id/304609006|http://www.w3.org/2004/02/skos/core#prefLabel|Unit of electrical capacitance|unité de capacitance électrique|unité de capacitance électrique
http://snomed.info/id/304610001|http://www.w3.org/2004/02/skos/core#prefLabel|farad|farad|farad
http://snomed.info/id/304611002|http://www.w3.org/2004/02/skos/core#prefLabel|Unit of electrical inductance|unité d'inductance électrique|unité d'inductance électrique
http://snomed.info/id/304612009|http://www.w3.org/2004/02/skos/core#prefLabel|henry|henry.|Henry
http://snomed.info/id/304613004|http://www.w3.org/2004/02/skos/core#prefLabel|Unit of genetic analysis|unité d'analyse génétique|unité d'analyse génétique
http://snomed.info/id/304614005|http://www.w3.org/2004/02/skos/core#prefLabel|kilobase|kilobase|Kilobase
http://snomed.info/id/304615006|http://www.w3.org/2004/02/skos/core#prefLabel|kilobase pairs|paires de kilobases|paires de kilobases
http://snomed.info/id/304615006|http://www.w3.org/2004/02/skos/core#altLabel|kbp|kbp|kbp
http://snomed.info/id/304616007|http://www.w3.org/2004/02/skos/core#prefLabel|Morgan|Morgan|Morgan
http://snomed.info/id/304617003|http://www.w3.org/2004/02/skos/core#prefLabel|centimorgan|centimorgan|centimorgan
http://snomed.info/id/304618008|http://www.w3.org/2004/02/skos/core#prefLabel|rpm|rpm|rpm
http://snomed.info/id/304618008|http://www.w3.org/2004/02/skos/core#altLabel|Revolutions per minute|révolutions par minute|révolutions par minute
http://snomed.info/id/304618008|http://www.w3.org/2004/02/skos/core#altLabel|revolutions per minute|révolutions par minute|révolutions par minute
http://snomed.info/id/304619000|http://www.w3.org/2004/02/skos/core#prefLabel|Unit of magnetic flux|unité de flux magnétique|unité de flux magnétique
http://snomed.info/id/304620006|http://www.w3.org/2004/02/skos/core#prefLabel|weber|weber|Weber
http://snomed.info/id/304620006|http://www.w3.org/2004/02/skos/core#altLabel|Wb|Wb|Wb
http://snomed.info/id/304621005|http://www.w3.org/2004/02/skos/core#prefLabel|torr|torr|torr
http://snomed.info/id/304904003|http://www.w3.org/2004/02/skos/core#prefLabel|Manual evacuation|évacuation manuelle|évacuation manuelle
http://snomed.info/id/3050003|http://www.w3.org/2004/02/skos/core#prefLabel|Non-permeable|non perméable|non perméable
http://snomed.info/id/30648003|http://www.w3.org/2004/02/skos/core#prefLabel|Desiccated|desséché|desséché
http://snomed.info/id/30648003|http://www.w3.org/2004/02/skos/core#altLabel|Desiccating|desséchant|desséchant
http://snomed.info/id/30648003|http://www.w3.org/2004/02/skos/core#altLabel|Desiccative|désiccatif|désiccatif
http://snomed.info/id/30675005|http://www.w3.org/2004/02/skos/core#prefLabel|Suprapubic approach|voie sus-pubienne|voie sus-pubienne
http://snomed.info/id/30675005|http://www.w3.org/2004/02/skos/core#altLabel|Suprapubic|suspubien|suspubien
http://snomed.info/id/306766009|http://www.w3.org/2004/02/skos/core#prefLabel|Low - site descriptor|bas - descripteur de site|bas - descripteur de site
http://snomed.info/id/306767000|http://www.w3.org/2004/02/skos/core#prefLabel|High - site descriptor|haut - descripteur de site|haut - descripteur de site
http://snomed.info/id/307120002|http://www.w3.org/2004/02/skos/core#prefLabel|Legal proceedings|procédure judiciaire|procédure judiciaire
http://snomed.info/id/307121003|http://www.w3.org/2004/02/skos/core#prefLabel|Criminal law proceedings|procédure pénale|procédure pénale
http://snomed.info/id/307122005|http://www.w3.org/2004/02/skos/core#prefLabel|Civil law proceedings|procédure civile|procédure civile
http://snomed.info/id/30714006|http://www.w3.org/2004/02/skos/core#prefLabel|Resistant|résistant|résistant
http://snomed.info/id/30714006|http://www.w3.org/2004/02/skos/core#altLabel|Is resistant to|est résistant à|est résistant à
http://snomed.info/id/30714006|http://www.w3.org/2004/02/skos/core#altLabel|Resistant to|résistant à|résistant à
http://snomed.info/id/307141008|http://www.w3.org/2004/02/skos/core#prefLabel|Time descriptors of days, weeks and years|descripteurs temporels de jours, de semaines et d'années|descripteurs temporels de jours, de semaines et d'années
http://snomed.info/id/307142001|http://www.w3.org/2004/02/skos/core#prefLabel|Temporal periods|périodes temporelles|périodes temporelles
http://snomed.info/id/307143006|http://www.w3.org/2004/02/skos/core#prefLabel|During day|pendant la journée|pendant la journée
http://snomed.info/id/307143006|http://www.w3.org/2004/02/skos/core#altLabel|Over day|par jour|par jour
http://snomed.info/id/307144000|http://www.w3.org/2004/02/skos/core#prefLabel|Days of the week|jours de la semaine|jours de la semaine
http://snomed.info/id/307145004|http://www.w3.org/2004/02/skos/core#prefLabel|Monday|lundi|lundi
http://snomed.info/id/307146003|http://www.w3.org/2004/02/skos/core#prefLabel|Sunday|dimanche|dimanche
http://snomed.info/id/307147007|http://www.w3.org/2004/02/skos/core#prefLabel|Tuesday|mardi|mardi
http://snomed.info/id/307148002|http://www.w3.org/2004/02/skos/core#prefLabel|Wednesday|mercredi|mercredi
http://snomed.info/id/307149005|http://www.w3.org/2004/02/skos/core#prefLabel|Thursday|jeudi|jeudi
http://snomed.info/id/307150005|http://www.w3.org/2004/02/skos/core#prefLabel|Friday|vendredi|vendredi
http://snomed.info/id/307151009|http://www.w3.org/2004/02/skos/core#prefLabel|Saturday|samedi|samedi
http://snomed.info/id/307152002|http://www.w3.org/2004/02/skos/core#prefLabel|Temporal periods relating to procedure|période temporelle liée à l'intervention|période temporelle liée à l'intervention
http://snomed.info/id/307153007|http://www.w3.org/2004/02/skos/core#prefLabel|Before procedure|avant l'intervention|avant l'intervention
http://snomed.info/id/307153007|http://www.w3.org/2004/02/skos/core#altLabel|Preprocedural period|période préopératoire|période préopératoire
http://snomed.info/id/307154001|http://www.w3.org/2004/02/skos/core#prefLabel|During procedure|pendant l'intervention|pendant l'intervention
http://snomed.info/id/307155000|http://www.w3.org/2004/02/skos/core#prefLabel|Before sleeping|avant le sommeil.|avant le sommeil
http://snomed.info/id/307155000|http://www.w3.org/2004/02/skos/core#altLabel|Before bed|avant le lit|avant le lit
http://snomed.info/id/307155000|http://www.w3.org/2004/02/skos/core#altLabel|Before retiring|avant la retraite.|avant la retraite
http://snomed.info/id/307156004|http://www.w3.org/2004/02/skos/core#prefLabel|On waking|en éveil.|en éveil
http://snomed.info/id/307157008|http://www.w3.org/2004/02/skos/core#prefLabel|Temporal periods relating to activities|périodes temporelles liées aux activités|périodes temporelles liées aux activités
http://snomed.info/id/307158003|http://www.w3.org/2004/02/skos/core#prefLabel|Temporal periods relating to physiological functions|périodes temporelles liées aux fonctions physiologiques|périodes temporelles liées aux fonctions physiologiques
http://snomed.info/id/307159006|http://www.w3.org/2004/02/skos/core#prefLabel|Antenatal and/or intrapartum period|période anténatale et / ou intrapartum|période anténatale et/ou intrapartum
http://snomed.info/id/307159006|http://www.w3.org/2004/02/skos/core#altLabel|Pregnancy time period|période de grossesse|période de grossesse
http://snomed.info/id/307160001|http://www.w3.org/2004/02/skos/core#prefLabel|Breakfast time|temps de déjeuner|temps de déjeuner
http://snomed.info/id/307162009|http://www.w3.org/2004/02/skos/core#prefLabel|Lunch time|heure du déjeuner|heure du déjeuner
http://snomed.info/id/307162009|http://www.w3.org/2004/02/skos/core#altLabel|Dinner time|repas|repas
http://snomed.info/id/307162009|http://www.w3.org/2004/02/skos/core#altLabel|Midday meal|repas du midi|repas du midi
http://snomed.info/id/307163004|http://www.w3.org/2004/02/skos/core#prefLabel|Evening meal|repas du soir|repas du soir
http://snomed.info/id/307163004|http://www.w3.org/2004/02/skos/core#altLabel|Dinner time|repas|repas
http://snomed.info/id/307163004|http://www.w3.org/2004/02/skos/core#altLabel|Supper time|temps de repos|temps de repos
http://snomed.info/id/307163004|http://www.w3.org/2004/02/skos/core#altLabel|Tea time|temps du thé|temps du thé
http://snomed.info/id/307164005|http://www.w3.org/2004/02/skos/core#prefLabel|Snack time|temps de claquement|temps de claquement
http://snomed.info/id/307165006|http://www.w3.org/2004/02/skos/core#prefLabel|Before meal|avant le repas|avant le repas
http://snomed.info/id/307165006|http://www.w3.org/2004/02/skos/core#altLabel|Preprandial|préprandial|préprandial
http://snomed.info/id/307165006|http://www.w3.org/2004/02/skos/core#altLabel|ac - ante cibum|ac - ante cibum|Ac - ante cibum
http://snomed.info/id/307165006|http://www.w3.org/2004/02/skos/core#altLabel|ante cibum|ante cibum|ante cibum
http://snomed.info/id/307166007|http://www.w3.org/2004/02/skos/core#prefLabel|Before exercise|avant l'exercice|avant l'exercice
http://snomed.info/id/307167003|http://www.w3.org/2004/02/skos/core#prefLabel|Temporal periods relating to menstruation|périodes temporales liées aux menstruations.|périodes temporales liées aux menstruations
http://snomed.info/id/307168008|http://www.w3.org/2004/02/skos/core#prefLabel|During admission|pendant l'admission|pendant l'admission
http://snomed.info/id/307169000|http://www.w3.org/2004/02/skos/core#prefLabel|Post admission|post-admission|Post-admission
http://snomed.info/id/307181001|http://www.w3.org/2004/02/skos/core#prefLabel|General grades|grades généraux|grades généraux
http://snomed.info/id/307203009|http://www.w3.org/2004/02/skos/core#prefLabel|Grade 3a|grade 3a|grade 3a
http://snomed.info/id/307203009|http://www.w3.org/2004/02/skos/core#altLabel|Grade IIIa|stade IIIa|stade IIIa
http://snomed.info/id/307204003|http://www.w3.org/2004/02/skos/core#prefLabel|Grade 3b|stade 3b|stade 3b
http://snomed.info/id/307204003|http://www.w3.org/2004/02/skos/core#altLabel|Grade IIIb|stade IIIb|stade IIIb
http://snomed.info/id/307206001|http://www.w3.org/2004/02/skos/core#prefLabel|Grade 4a|stade 4a|stade 4a
http://snomed.info/id/307206001|http://www.w3.org/2004/02/skos/core#altLabel|Grade IVa|stade IVa|stade IVa
http://snomed.info/id/307207005|http://www.w3.org/2004/02/skos/core#prefLabel|Grade 4b|grade 4b|grade 4b
http://snomed.info/id/307207005|http://www.w3.org/2004/02/skos/core#altLabel|Grade IVb|stade IVb|stade IVb
http://snomed.info/id/30730003|http://www.w3.org/2004/02/skos/core#prefLabel|Sagittal|sagittal|sagittal
http://snomed.info/id/307428004|http://www.w3.org/2004/02/skos/core#prefLabel|During menstruation|pendant la menstruation|pendant la menstruation
http://snomed.info/id/307429007|http://www.w3.org/2004/02/skos/core#prefLabel|After menopause|après la ménopause|après la ménopause
http://snomed.info/id/307429007|http://www.w3.org/2004/02/skos/core#altLabel|Postmenopausal time period|période postménopausique|période postménopausique
http://snomed.info/id/307430002|http://www.w3.org/2004/02/skos/core#prefLabel|Regular frequency|fréquence régulière|fréquence régulière
http://snomed.info/id/307431003|http://www.w3.org/2004/02/skos/core#prefLabel|Frequency per unit time|fréquence par unité de temps|fréquence par unité de temps
http://snomed.info/id/307432005|http://www.w3.org/2004/02/skos/core#prefLabel|Frequency per hour|fréquence par heure|fréquence par heure
http://snomed.info/id/307433000|http://www.w3.org/2004/02/skos/core#prefLabel|Once per hour|une fois par heure|une fois par heure
http://snomed.info/id/307434006|http://www.w3.org/2004/02/skos/core#prefLabel|Twice per hour|deux fois par heure|les deux fois par heure
http://snomed.info/id/307435007|http://www.w3.org/2004/02/skos/core#prefLabel|Three times per hour|trois fois par heure|trois fois par heure
http://snomed.info/id/307436008|http://www.w3.org/2004/02/skos/core#prefLabel|Four times per hour|quatre fois par heure|quatre fois par heure
http://snomed.info/id/307437004|http://www.w3.org/2004/02/skos/core#prefLabel|Six times per hour|six fois par heure|six fois par heure
http://snomed.info/id/307438009|http://www.w3.org/2004/02/skos/core#prefLabel|Frequency per day|fréquence par jour|fréquence par jour
http://snomed.info/id/307439001|http://www.w3.org/2004/02/skos/core#prefLabel|Four times daily|quatre fois par jour|quatre fois par jour
http://snomed.info/id/307439001|http://www.w3.org/2004/02/skos/core#altLabel|Four times a day|quatre fois par jour|quatre fois par jour
http://snomed.info/id/307439001|http://www.w3.org/2004/02/skos/core#altLabel|qds - Four times daily|qds - quatre fois par jour|qds - quatre fois par jour
http://snomed.info/id/307439001|http://www.w3.org/2004/02/skos/core#altLabel|qds - quater die sumendus|qds - quater die sumendus.|qds - quater die sumendus
http://snomed.info/id/307439001|http://www.w3.org/2004/02/skos/core#altLabel|qid - Four times daily|qid - quatre fois par jour|Qid - quatre fois par jour
http://snomed.info/id/307440004|http://www.w3.org/2004/02/skos/core#prefLabel|Five times daily|cinq fois par jour|cinq fois par jour
http://snomed.info/id/307440004|http://www.w3.org/2004/02/skos/core#altLabel|Five times a day|cinq fois par jour|cinq fois par jour
http://snomed.info/id/307441000|http://www.w3.org/2004/02/skos/core#prefLabel|Six times daily|six fois par jour|six fois par jour
http://snomed.info/id/307441000|http://www.w3.org/2004/02/skos/core#altLabel|Six times a day|six fois par jour|six fois par jour
http://snomed.info/id/307442007|http://www.w3.org/2004/02/skos/core#prefLabel|Seven times daily|sept fois par jour|sept fois par jour
http://snomed.info/id/307443002|http://www.w3.org/2004/02/skos/core#prefLabel|Eight times daily|huit fois par jour|huit fois par jour
http://snomed.info/id/307444008|http://www.w3.org/2004/02/skos/core#prefLabel|Frequency per week|fréquence par semaine|fréquence par semaine
http://snomed.info/id/307445009|http://www.w3.org/2004/02/skos/core#prefLabel|Four times weekly|quatre fois par semaine|quatre fois par semaine
http://snomed.info/id/307445009|http://www.w3.org/2004/02/skos/core#altLabel|4 times a week|quatre fois par semaine|quatre fois par semaine
http://snomed.info/id/307445009|http://www.w3.org/2004/02/skos/core#altLabel|4x/wk|4x / wk|4x/wk
http://snomed.info/id/307445009|http://www.w3.org/2004/02/skos/core#altLabel|Four times a week|quatre fois par semaine|quatre fois par semaine
http://snomed.info/id/307446005|http://www.w3.org/2004/02/skos/core#prefLabel|Five times weekly|cinq fois par semaine|cinq fois par semaine
http://snomed.info/id/307446005|http://www.w3.org/2004/02/skos/core#altLabel|5 times a week|cinq fois par semaine|cinq fois par semaine
http://snomed.info/id/307446005|http://www.w3.org/2004/02/skos/core#altLabel|5x/wk|5x / wk|5x/wk
http://snomed.info/id/307446005|http://www.w3.org/2004/02/skos/core#altLabel|Five times a week|cinq fois par semaine|cinq fois par semaine
http://snomed.info/id/307447001|http://www.w3.org/2004/02/skos/core#prefLabel|Six times weekly|six fois par semaine|six fois par semaine
http://snomed.info/id/307447001|http://www.w3.org/2004/02/skos/core#altLabel|6 times a week|six fois par semaine|six fois par semaine
http://snomed.info/id/307447001|http://www.w3.org/2004/02/skos/core#altLabel|6x/wk|6x / wk|6x/wk
http://snomed.info/id/307447001|http://www.w3.org/2004/02/skos/core#altLabel|Six times a week|six fois par semaine|six fois par semaine
http://snomed.info/id/307448006|http://www.w3.org/2004/02/skos/core#prefLabel|Seven times weekly|sept fois par semaine|sept fois par semaine
http://snomed.info/id/307449003|http://www.w3.org/2004/02/skos/core#prefLabel|Frequency per month|fréquence par mois|fréquence par mois
http://snomed.info/id/307450003|http://www.w3.org/2004/02/skos/core#prefLabel|Once monthly|une fois par mois|une fois par mois
http://snomed.info/id/307451004|http://www.w3.org/2004/02/skos/core#prefLabel|Twice monthly|deux fois par mois|les deux fois par mois
http://snomed.info/id/307452006|http://www.w3.org/2004/02/skos/core#prefLabel|Three times monthly|trois fois par mois|trois fois par mois
http://snomed.info/id/307453001|http://www.w3.org/2004/02/skos/core#prefLabel|Four times monthly|quatre fois par mois|quatre fois par mois
http://snomed.info/id/307454007|http://www.w3.org/2004/02/skos/core#prefLabel|Frequency per year|fréquence par an|fréquence par an
http://snomed.info/id/307455008|http://www.w3.org/2004/02/skos/core#prefLabel|Once per year|une fois par an|une fois par an
