uri|property|term
http://snomed.info/id/272393004|http://www.w3.org/2004/02/skos/core#prefLabel|tests
http://snomed.info/id/272394005|http://www.w3.org/2004/02/skos/core#prefLabel|techniques
http://snomed.info/id/272395006|http://www.w3.org/2004/02/skos/core#prefLabel|typages
http://snomed.info/id/272396007|http://www.w3.org/2004/02/skos/core#prefLabel|catégories de classement
http://snomed.info/id/272397003|http://www.w3.org/2004/02/skos/core#prefLabel|types numériques
http://snomed.info/id/272398008|http://www.w3.org/2004/02/skos/core#prefLabel|types d'hérédité
http://snomed.info/id/272401006|http://www.w3.org/2004/02/skos/core#prefLabel|types d'hypersensibilité
http://snomed.info/id/272402004|http://www.w3.org/2004/02/skos/core#prefLabel|types TH
http://snomed.info/id/272406001|http://www.w3.org/2004/02/skos/core#prefLabel|stade D
http://snomed.info/id/272413001|http://www.w3.org/2004/02/skos/core#prefLabel|groupe alphabétique
http://snomed.info/id/272416009|http://www.w3.org/2004/02/skos/core#prefLabel|groupe numérique
http://snomed.info/id/272417000|http://www.w3.org/2004/02/skos/core#prefLabel|niveau R
http://snomed.info/id/272422000|http://www.w3.org/2004/02/skos/core#prefLabel|fractions de mouvement
http://snomed.info/id/272423005|http://www.w3.org/2004/02/skos/core#prefLabel|degrés de gravité
http://snomed.info/id/272424004|http://www.w3.org/2004/02/skos/core#prefLabel|localisations relatives
http://snomed.info/id/272425003|http://www.w3.org/2004/02/skos/core#prefLabel|descripteur général de localisation
http://snomed.info/id/272427006|http://www.w3.org/2004/02/skos/core#prefLabel|descripteur de partie anatomique
http://snomed.info/id/272434008|http://www.w3.org/2004/02/skos/core#prefLabel|descripteur de relation anatomique
http://snomed.info/id/272485000|http://www.w3.org/2004/02/skos/core#prefLabel|position selon les aiguilles d'un cadran
http://snomed.info/id/272489006|http://www.w3.org/2004/02/skos/core#prefLabel|valeurs d'accès
http://snomed.info/id/272495007|http://www.w3.org/2004/02/skos/core#prefLabel|voies par des dispositifs
http://snomed.info/id/272514005|http://www.w3.org/2004/02/skos/core#prefLabel|processus respiratoire
http://snomed.info/id/272515006|http://www.w3.org/2004/02/skos/core#prefLabel|processus de reproduction
http://snomed.info/id/272516007|http://www.w3.org/2004/02/skos/core#prefLabel|valeurs d'un cycle physiologique
http://snomed.info/id/272519000|http://www.w3.org/2004/02/skos/core#prefLabel|constatations d'absence
http://snomed.info/id/272520006|http://www.w3.org/2004/02/skos/core#prefLabel|constatations de degré
http://snomed.info/id/272521005|http://www.w3.org/2004/02/skos/core#prefLabel|valeurs physiques
http://snomed.info/id/27377004|http://www.w3.org/2004/02/skos/core#prefLabel|sérologique
http://snomed.info/id/274894003|http://www.w3.org/2004/02/skos/core#prefLabel|résultat de laboratoire inexpliqué
http://snomed.info/id/275848009|http://www.w3.org/2004/02/skos/core#prefLabel|matin suivant
http://snomed.info/id/276135000|http://www.w3.org/2004/02/skos/core#prefLabel|symbole mathématique
http://snomed.info/id/276136004|http://www.w3.org/2004/02/skos/core#prefLabel|égal
http://snomed.info/id/276137008|http://www.w3.org/2004/02/skos/core#prefLabel|inférieur ou égal à
http://snomed.info/id/276138003|http://www.w3.org/2004/02/skos/core#prefLabel|supérieur ou égal à
http://snomed.info/id/276139006|http://www.w3.org/2004/02/skos/core#prefLabel|inférieur à
http://snomed.info/id/276140008|http://www.w3.org/2004/02/skos/core#prefLabel|supérieur à
http://snomed.info/id/27617004|http://www.w3.org/2004/02/skos/core#prefLabel|uniforme
http://snomed.info/id/276208004|http://www.w3.org/2004/02/skos/core#prefLabel|type temporaire
http://snomed.info/id/276210002|http://www.w3.org/2004/02/skos/core#prefLabel|type de prévention
http://snomed.info/id/276211003|http://www.w3.org/2004/02/skos/core#prefLabel|type contextuel
http://snomed.info/id/276212005|http://www.w3.org/2004/02/skos/core#prefLabel|type de profession
http://snomed.info/id/276213000|http://www.w3.org/2004/02/skos/core#prefLabel|type d'administration
http://snomed.info/id/276214006|http://www.w3.org/2004/02/skos/core#prefLabel|type de catégories de constatations
http://snomed.info/id/276217004|http://www.w3.org/2004/02/skos/core#prefLabel|type de constatations cliniques
http://snomed.info/id/276218009|http://www.w3.org/2004/02/skos/core#prefLabel|type d'intervention
http://snomed.info/id/276726000|http://www.w3.org/2004/02/skos/core#prefLabel|sous-type microbiologique
http://snomed.info/id/276727009|http://www.w3.org/2004/02/skos/core#prefLabel|nul
http://snomed.info/id/276734006|http://www.w3.org/2004/02/skos/core#prefLabel|assistance mécanique
http://snomed.info/id/276800000|http://www.w3.org/2004/02/skos/core#prefLabel|constatations à propos de la normalité
http://snomed.info/id/27685004|http://www.w3.org/2004/02/skos/core#prefLabel|course non compétitive
http://snomed.info/id/276857005|http://www.w3.org/2004/02/skos/core#prefLabel|impédance thoracique
http://snomed.info/id/277022003|http://www.w3.org/2004/02/skos/core#prefLabel|phase de rémission
http://snomed.info/id/277023008|http://www.w3.org/2004/02/skos/core#prefLabel|classification de Kiel
http://snomed.info/id/277024002|http://www.w3.org/2004/02/skos/core#prefLabel|formulation de travail des lymphomes non hodgkiniens
http://snomed.info/id/277025001|http://www.w3.org/2004/02/skos/core#prefLabel|prouvé
http://snomed.info/id/277026000|http://www.w3.org/2004/02/skos/core#prefLabel|non prouvé
http://snomed.info/id/277049003|http://www.w3.org/2004/02/skos/core#prefLabel|taille d'une chose
http://snomed.info/id/277056009|http://www.w3.org/2004/02/skos/core#prefLabel|nosocomial
http://snomed.info/id/277057000|http://www.w3.org/2004/02/skos/core#prefLabel|acquis dans la collectivité
http://snomed.info/id/277202006|http://www.w3.org/2004/02/skos/core#prefLabel|directions de l'extension
http://snomed.info/id/277245004|http://www.w3.org/2004/02/skos/core#prefLabel|calibres
http://snomed.info/id/277255000|http://www.w3.org/2004/02/skos/core#prefLabel|degrés d'angle
http://snomed.info/id/277274008|http://www.w3.org/2004/02/skos/core#prefLabel|formations de cuspide
http://snomed.info/id/277275009|http://www.w3.org/2004/02/skos/core#prefLabel|taille d'un boîtier ou d'une bague orthodontique
http://snomed.info/id/277277001|http://www.w3.org/2004/02/skos/core#prefLabel|expression mathématique
http://snomed.info/id/277281001|http://www.w3.org/2004/02/skos/core#prefLabel|formations lobaires
http://snomed.info/id/277283003|http://www.w3.org/2004/02/skos/core#prefLabel|catégories de température
http://snomed.info/id/277284009|http://www.w3.org/2004/02/skos/core#prefLabel|degrés de réaction cutanée
http://snomed.info/id/277294004|http://www.w3.org/2004/02/skos/core#prefLabel|phases de pression
http://snomed.info/id/277296002|http://www.w3.org/2004/02/skos/core#prefLabel|structures corporelles entières
http://snomed.info/id/277302009|http://www.w3.org/2004/02/skos/core#prefLabel|genres
http://snomed.info/id/27732004|http://www.w3.org/2004/02/skos/core#prefLabel|haute fréquence
http://snomed.info/id/277337007|http://www.w3.org/2004/02/skos/core#prefLabel|technique de repère superficiel
http://snomed.info/id/277341006|http://www.w3.org/2004/02/skos/core#prefLabel|système alphanumérique
http://snomed.info/id/277355003|http://www.w3.org/2004/02/skos/core#prefLabel|codes alphanumériques LT
http://snomed.info/id/277361000|http://www.w3.org/2004/02/skos/core#prefLabel|codes alphanumériques Li
http://snomed.info/id/277363002|http://www.w3.org/2004/02/skos/core#prefLabel|codes alphanumériques LSU
http://snomed.info/id/277364008|http://www.w3.org/2004/02/skos/core#prefLabel|codes alphanumériques LM
http://snomed.info/id/277366005|http://www.w3.org/2004/02/skos/core#prefLabel|valeurs liées à la nature de la stadification
http://snomed.info/id/277367001|http://www.w3.org/2004/02/skos/core#prefLabel|valeurs liées à la nature de l'intervention
http://snomed.info/id/277368006|http://www.w3.org/2004/02/skos/core#prefLabel|festonnement
http://snomed.info/id/277371003|http://www.w3.org/2004/02/skos/core#prefLabel|directions du défaut d'alignement
http://snomed.info/id/277375007|http://www.w3.org/2004/02/skos/core#prefLabel|codes alphanumériques M
http://snomed.info/id/277406006|http://www.w3.org/2004/02/skos/core#prefLabel|doses
http://snomed.info/id/277425009|http://www.w3.org/2004/02/skos/core#prefLabel|formations polaires
http://snomed.info/id/277434004|http://www.w3.org/2004/02/skos/core#prefLabel|descripteurs numériques
http://snomed.info/id/277438001|http://www.w3.org/2004/02/skos/core#prefLabel|descripteurs de négation
http://snomed.info/id/277524005|http://www.w3.org/2004/02/skos/core#prefLabel|codes alphanumériques simples
http://snomed.info/id/277525006|http://www.w3.org/2004/02/skos/core#prefLabel|codes alphanumériques TVRL
http://snomed.info/id/277581000|http://www.w3.org/2004/02/skos/core#prefLabel|techniques de suture
http://snomed.info/id/277607009|http://www.w3.org/2004/02/skos/core#prefLabel|retrait manuel
http://snomed.info/id/277620007|http://www.w3.org/2004/02/skos/core#prefLabel|techniques dentaires
http://snomed.info/id/27762005|http://www.w3.org/2004/02/skos/core#prefLabel|intervention radicale
http://snomed.info/id/277733009|http://www.w3.org/2004/02/skos/core#prefLabel|niveau 1
http://snomed.info/id/277734003|http://www.w3.org/2004/02/skos/core#prefLabel|niveau 2
http://snomed.info/id/277735002|http://www.w3.org/2004/02/skos/core#prefLabel|niveau 3
http://snomed.info/id/277736001|http://www.w3.org/2004/02/skos/core#prefLabel|niveau 4
http://snomed.info/id/277737005|http://www.w3.org/2004/02/skos/core#prefLabel|niveau 5
http://snomed.info/id/277739008|http://www.w3.org/2004/02/skos/core#prefLabel|descripteurs morphologiques
http://snomed.info/id/277748003|http://www.w3.org/2004/02/skos/core#prefLabel|vite
http://snomed.info/id/277768009|http://www.w3.org/2004/02/skos/core#prefLabel|technique endodontique automatisée
http://snomed.info/id/277769001|http://www.w3.org/2004/02/skos/core#prefLabel|technique endodontique manuelle
http://snomed.info/id/277803006|http://www.w3.org/2004/02/skos/core#prefLabel|atteintes
http://snomed.info/id/277806003|http://www.w3.org/2004/02/skos/core#prefLabel|unilatéralité
http://snomed.info/id/277832009|http://www.w3.org/2004/02/skos/core#prefLabel|codes alphanumériques A
http://snomed.info/id/277835006|http://www.w3.org/2004/02/skos/core#prefLabel|technique de valve antireflux
http://snomed.info/id/277846009|http://www.w3.org/2004/02/skos/core#prefLabel|mesures en pouce
http://snomed.info/id/277848005|http://www.w3.org/2004/02/skos/core#prefLabel|mesures en millimètre
http://snomed.info/id/277853000|http://www.w3.org/2004/02/skos/core#prefLabel|technique du tunnel sous-muqueux
http://snomed.info/id/27789000|http://www.w3.org/2004/02/skos/core#prefLabel|peu fréquent
http://snomed.info/id/277913002|http://www.w3.org/2004/02/skos/core#prefLabel|lavage d'écouvillons
http://snomed.info/id/277970007|http://www.w3.org/2004/02/skos/core#prefLabel|classe 5
http://snomed.info/id/277972004|http://www.w3.org/2004/02/skos/core#prefLabel|mouvement complet
http://snomed.info/id/277974003|http://www.w3.org/2004/02/skos/core#prefLabel|catégories qualitatives de température
http://snomed.info/id/277975002|http://www.w3.org/2004/02/skos/core#prefLabel|plages de température
http://snomed.info/id/278019003|http://www.w3.org/2004/02/skos/core#prefLabel|taille de l'intervention
http://snomed.info/id/278032008|http://www.w3.org/2004/02/skos/core#prefLabel|service de prévention
http://snomed.info/id/278061009|http://www.w3.org/2004/02/skos/core#prefLabel|scores
http://snomed.info/id/278097000|http://www.w3.org/2004/02/skos/core#prefLabel|nombre de circulaires du cordon autour du corps fœtal
http://snomed.info/id/278110001|http://www.w3.org/2004/02/skos/core#prefLabel|action : imagerie radiographique
http://snomed.info/id/278113004|http://www.w3.org/2004/02/skos/core#prefLabel|nombre de sutures
http://snomed.info/id/27814009|http://www.w3.org/2004/02/skos/core#prefLabel|minuit
http://snomed.info/id/278159002|http://www.w3.org/2004/02/skos/core#prefLabel|valeurs de la classification franco-américano-britannique
http://snomed.info/id/278177007|http://www.w3.org/2004/02/skos/core#prefLabel|phase chronique
http://snomed.info/id/278178002|http://www.w3.org/2004/02/skos/core#prefLabel|phase de transformation
http://snomed.info/id/278179005|http://www.w3.org/2004/02/skos/core#prefLabel|phase d'accélération
http://snomed.info/id/278180008|http://www.w3.org/2004/02/skos/core#prefLabel|crise blastique
http://snomed.info/id/278185003|http://www.w3.org/2004/02/skos/core#prefLabel|descripteurs de l'état chromosomique
http://snomed.info/id/278203004|http://www.w3.org/2004/02/skos/core#prefLabel|dimensions comparatives
http://snomed.info/id/278215000|http://www.w3.org/2004/02/skos/core#prefLabel|hémolytique
http://snomed.info/id/278227002|http://www.w3.org/2004/02/skos/core#prefLabel|structures limitées
http://snomed.info/id/278252000|http://www.w3.org/2004/02/skos/core#prefLabel|conduction
http://snomed.info/id/278262007|http://www.w3.org/2004/02/skos/core#prefLabel|descripteurs de morphologie macroscopique
http://snomed.info/id/278273000|http://www.w3.org/2004/02/skos/core#prefLabel|codes alphanumériques N
http://snomed.info/id/278274006|http://www.w3.org/2004/02/skos/core#prefLabel|en forme de papille du sein
http://snomed.info/id/278277004|http://www.w3.org/2004/02/skos/core#prefLabel|fractions
http://snomed.info/id/278278009|http://www.w3.org/2004/02/skos/core#prefLabel|codes alphanumériques P
http://snomed.info/id/278283001|http://www.w3.org/2004/02/skos/core#prefLabel|techniques percutanées
http://snomed.info/id/278289002|http://www.w3.org/2004/02/skos/core#prefLabel|technique de microscopie
http://snomed.info/id/278292003|http://www.w3.org/2004/02/skos/core#prefLabel|action : imagerie échographique
http://snomed.info/id/278300004|http://www.w3.org/2004/02/skos/core#prefLabel|technique par traction
http://snomed.info/id/278305009|http://www.w3.org/2004/02/skos/core#prefLabel|indice de gravité
http://snomed.info/id/278313005|http://www.w3.org/2004/02/skos/core#prefLabel|action: regénération
http://snomed.info/id/278364006|http://www.w3.org/2004/02/skos/core#prefLabel|délétion de deux gènes
http://snomed.info/id/278394000|http://www.w3.org/2004/02/skos/core#prefLabel|technique de remplacement liquidien
http://snomed.info/id/278395004|http://www.w3.org/2004/02/skos/core#prefLabel|techniques d'imagerie
http://snomed.info/id/278406009|http://www.w3.org/2004/02/skos/core#prefLabel|directions d'une déviation
http://snomed.info/id/278412004|http://www.w3.org/2004/02/skos/core#prefLabel|origine humaine
http://snomed.info/id/278440009|http://www.w3.org/2004/02/skos/core#prefLabel|technique de copie de la prothèse dentaire
http://snomed.info/id/278443006|http://www.w3.org/2004/02/skos/core#prefLabel|type de cause d'accident
http://snomed.info/id/278444000|http://www.w3.org/2004/02/skos/core#prefLabel|type d'échelles
http://snomed.info/id/278451009|http://www.w3.org/2004/02/skos/core#prefLabel|atteinte d'un seul organe
http://snomed.info/id/278452002|http://www.w3.org/2004/02/skos/core#prefLabel|atteinte de multiples organes
http://snomed.info/id/278474008|http://www.w3.org/2004/02/skos/core#prefLabel|types de produits de contraste
http://snomed.info/id/278847003|http://www.w3.org/2004/02/skos/core#prefLabel|aspiration endotrachéale
http://snomed.info/id/278848008|http://www.w3.org/2004/02/skos/core#prefLabel|petite quantité
http://snomed.info/id/278923009|http://www.w3.org/2004/02/skos/core#prefLabel|développemental
http://snomed.info/id/278925002|http://www.w3.org/2004/02/skos/core#prefLabel|mécanisme organique
http://snomed.info/id/278926001|http://www.w3.org/2004/02/skos/core#prefLabel|psychogène
http://snomed.info/id/278993004|http://www.w3.org/2004/02/skos/core#prefLabel|médicamenteux
http://snomed.info/id/278994005|http://www.w3.org/2004/02/skos/core#prefLabel|hormonal
http://snomed.info/id/279000003|http://www.w3.org/2004/02/skos/core#prefLabel|bout du doigt
http://snomed.info/id/279117008|http://www.w3.org/2004/02/skos/core#prefLabel|cruel
http://snomed.info/id/279118003|http://www.w3.org/2004/02/skos/core#prefLabel|descripteurs de l'affect
http://snomed.info/id/279119006|http://www.w3.org/2004/02/skos/core#prefLabel|craintif
http://snomed.info/id/279120000|http://www.w3.org/2004/02/skos/core#prefLabel|exténuant
http://snomed.info/id/279121001|http://www.w3.org/2004/02/skos/core#prefLabel|écœurant
http://snomed.info/id/279122008|http://www.w3.org/2004/02/skos/core#prefLabel|fatiguant
http://snomed.info/id/279123003|http://www.w3.org/2004/02/skos/core#prefLabel|épuisant
http://snomed.info/id/28017001|http://www.w3.org/2004/02/skos/core#prefLabel|diurne
http://snomed.info/id/280413001|http://www.w3.org/2004/02/skos/core#prefLabel|résultat normal
http://snomed.info/id/280414007|http://www.w3.org/2004/02/skos/core#prefLabel|résultat équivoque
http://snomed.info/id/280415008|http://www.w3.org/2004/02/skos/core#prefLabel|résultat anormal
http://snomed.info/id/280416009|http://www.w3.org/2004/02/skos/core#prefLabel|résultat indéterminé
http://snomed.info/id/280434008|http://www.w3.org/2004/02/skos/core#prefLabel|score d'une sous-échelle
http://snomed.info/id/280987003|http://www.w3.org/2004/02/skos/core#prefLabel|type d'aliment et de boisson
http://snomed.info/id/281296001|http://www.w3.org/2004/02/skos/core#prefLabel|commentaires sur un résultat
http://snomed.info/id/281297005|http://www.w3.org/2004/02/skos/core#prefLabel|analyte non dépisté
http://snomed.info/id/281298000|http://www.w3.org/2004/02/skos/core#prefLabel|commentaires sur l'étendue de référence
http://snomed.info/id/281299008|http://www.w3.org/2004/02/skos/core#prefLabel|commentaires sur la zone thérapeutique
http://snomed.info/id/281300000|http://www.w3.org/2004/02/skos/core#prefLabel|au-dessous de l'étendue de référence
http://snomed.info/id/281301001|http://www.w3.org/2004/02/skos/core#prefLabel|à l'intérieur de l'étendue de référence
http://snomed.info/id/281302008|http://www.w3.org/2004/02/skos/core#prefLabel|au-dessus de l'étendue de référence
http://snomed.info/id/281303003|http://www.w3.org/2004/02/skos/core#prefLabel|au-dessus de la zone thérapeutique
http://snomed.info/id/281304009|http://www.w3.org/2004/02/skos/core#prefLabel|à l'intérieur de la zone thérapeutique
http://snomed.info/id/281306006|http://www.w3.org/2004/02/skos/core#prefLabel|au-dessous de la zone thérapeutique
http://snomed.info/id/281311008|http://www.w3.org/2004/02/skos/core#prefLabel|coagulé
http://snomed.info/id/281401000|http://www.w3.org/2004/02/skos/core#prefLabel|rapport inspiration-expiration inversé
http://snomed.info/id/281402007|http://www.w3.org/2004/02/skos/core#prefLabel|rapport inspiration:expiration normal
http://snomed.info/id/281408006|http://www.w3.org/2004/02/skos/core#prefLabel|déclenchement par débit
http://snomed.info/id/281409003|http://www.w3.org/2004/02/skos/core#prefLabel|déclenchement par pression
http://snomed.info/id/281410008|http://www.w3.org/2004/02/skos/core#prefLabel|ventilation différentielle des poumons
http://snomed.info/id/281417006|http://www.w3.org/2004/02/skos/core#prefLabel|ventilation monopulmonaire
http://snomed.info/id/281418001|http://www.w3.org/2004/02/skos/core#prefLabel|ventilation monopulmonaire gauche
http://snomed.info/id/281419009|http://www.w3.org/2004/02/skos/core#prefLabel|ventilation monopulmonaire droite
http://snomed.info/id/281420003|http://www.w3.org/2004/02/skos/core#prefLabel|ventilation bilatérale des poumons
http://snomed.info/id/281586009|http://www.w3.org/2004/02/skos/core#prefLabel|valeurs d'attributs spéciaux
http://snomed.info/id/281613004|http://www.w3.org/2004/02/skos/core#prefLabel|action: décompression
http://snomed.info/id/281634006|http://www.w3.org/2004/02/skos/core#prefLabel|descripteurs de régulation
http://snomed.info/id/281824000|http://www.w3.org/2004/02/skos/core#prefLabel|révision par étapes
http://snomed.info/id/281850001|http://www.w3.org/2004/02/skos/core#prefLabel|score d'un élément
http://snomed.info/id/282032007|http://www.w3.org/2004/02/skos/core#prefLabel|périodes de vie
http://snomed.info/id/282089006|http://www.w3.org/2004/02/skos/core#prefLabel|action : remplacement
http://snomed.info/id/282105004|http://www.w3.org/2004/02/skos/core#prefLabel|unité de mesure fractionnaire
http://snomed.info/id/282106003|http://www.w3.org/2004/02/skos/core#prefLabel|partie par milliard
http://snomed.info/id/282107007|http://www.w3.org/2004/02/skos/core#prefLabel|unité de radioactivité
http://snomed.info/id/282115005|http://www.w3.org/2004/02/skos/core#prefLabel|unité de volume dérivée du système international
http://snomed.info/id/282117002|http://www.w3.org/2004/02/skos/core#prefLabel|unité de volume autre que celles du système international
http://snomed.info/id/282130001|http://www.w3.org/2004/02/skos/core#prefLabel|unité de fréquence du système international
http://snomed.info/id/282131002|http://www.w3.org/2004/02/skos/core#prefLabel|unité de fréquence autre que celles du système international
http://snomed.info/id/282138008|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'activité d'une source isotopique du système international
http://snomed.info/id/282139000|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'activité d'une source radio-isotopique autre que celles du système international
http://snomed.info/id/282245001|http://www.w3.org/2004/02/skos/core#prefLabel|unité de différence de potentiel électrique
http://snomed.info/id/282246000|http://www.w3.org/2004/02/skos/core#prefLabel|unité de courant électrique
http://snomed.info/id/282247009|http://www.w3.org/2004/02/skos/core#prefLabel|unité de résistance électrique
http://snomed.info/id/282248004|http://www.w3.org/2004/02/skos/core#prefLabel|unité de débit de dose de rayonnement
http://snomed.info/id/282253009|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'optique ou de photométrie
http://snomed.info/id/28226006|http://www.w3.org/2004/02/skos/core#prefLabel|dixième
http://snomed.info/id/282270001|http://www.w3.org/2004/02/skos/core#prefLabel|unité de pression du système international
http://snomed.info/id/282271002|http://www.w3.org/2004/02/skos/core#prefLabel|unité de pression autre que celles du système international
http://snomed.info/id/282273004|http://www.w3.org/2004/02/skos/core#prefLabel|unité de force
http://snomed.info/id/282274005|http://www.w3.org/2004/02/skos/core#prefLabel|unité de force du système international
http://snomed.info/id/282275006|http://www.w3.org/2004/02/skos/core#prefLabel|unité de force autre que celles du système international
http://snomed.info/id/282283000|http://www.w3.org/2004/02/skos/core#prefLabel|unité de viscosité
http://snomed.info/id/282284006|http://www.w3.org/2004/02/skos/core#prefLabel|centistokes
http://snomed.info/id/282285007|http://www.w3.org/2004/02/skos/core#prefLabel|unité de mesure biologique et biochimique
http://snomed.info/id/282287004|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'analyse de la créatinine
http://snomed.info/id/282334002|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'analyse par poids sec de tissu
http://snomed.info/id/282335001|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'analyse microbienne
http://snomed.info/id/282336000|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'analyse par poids frais de tissu
http://snomed.info/id/282337009|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'analyse de sang
http://snomed.info/id/282341008|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'analyse des cellules et des cylindres
http://snomed.info/id/282342001|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'analyse des selles
http://snomed.info/id/282345004|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'analyse du sperme
http://snomed.info/id/282346003|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'analyse protéique
http://snomed.info/id/282362009|http://www.w3.org/2004/02/skos/core#prefLabel|dénominateurs d'unités
http://snomed.info/id/282363004|http://www.w3.org/2004/02/skos/core#prefLabel|dénominateurs de temps
http://snomed.info/id/282371000|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'activité hormonale et enzymatique
http://snomed.info/id/282372007|http://www.w3.org/2004/02/skos/core#prefLabel|unité générale de mesure biologique et biochimique
http://snomed.info/id/282381001|http://www.w3.org/2004/02/skos/core#prefLabel|unité de surface dérivée du système international
http://snomed.info/id/282382008|http://www.w3.org/2004/02/skos/core#prefLabel|unité de surface autre que celles du système international
http://snomed.info/id/282387002|http://www.w3.org/2004/02/skos/core#prefLabel|unité de puissance du système international
http://snomed.info/id/282389004|http://www.w3.org/2004/02/skos/core#prefLabel|unité de puissance autre que celles du système international
http://snomed.info/id/282392000|http://www.w3.org/2004/02/skos/core#prefLabel|unité de débit physiologique
http://snomed.info/id/282409001|http://www.w3.org/2004/02/skos/core#prefLabel|concentrations nominales
http://snomed.info/id/282411005|http://www.w3.org/2004/02/skos/core#prefLabel|unité de mesure physiologique
http://snomed.info/id/282412003|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'évaluation cardiothoracique
http://snomed.info/id/282428008|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'analyse des anticorps
http://snomed.info/id/282473001|http://www.w3.org/2004/02/skos/core#prefLabel|unité monétaire
http://snomed.info/id/282565007|http://www.w3.org/2004/02/skos/core#prefLabel|unité de revenu et de dépense
http://snomed.info/id/282566008|http://www.w3.org/2004/02/skos/core#prefLabel|unité financière
http://snomed.info/id/282571001|http://www.w3.org/2004/02/skos/core#prefLabel|unité de temps proportionnel
http://snomed.info/id/282573003|http://www.w3.org/2004/02/skos/core#prefLabel|unité de mesure anthropométrique
http://snomed.info/id/282574009|http://www.w3.org/2004/02/skos/core#prefLabel|quantités photométriques et radiométriques
http://snomed.info/id/282714001|http://www.w3.org/2004/02/skos/core#prefLabel|unité de la couche de demi-atténuation du rayonnement
http://snomed.info/id/282717008|http://www.w3.org/2004/02/skos/core#prefLabel|unité de dose de rayonnement
http://snomed.info/id/283003001|http://www.w3.org/2004/02/skos/core#prefLabel|unité de mouvement
http://snomed.info/id/283004007|http://www.w3.org/2004/02/skos/core#prefLabel|unité d'accélération
http://snomed.info/id/283010007|http://www.w3.org/2004/02/skos/core#prefLabel|unité de densité
http://snomed.info/id/283011006|http://www.w3.org/2004/02/skos/core#prefLabel|grammes par centimètre cube
http://snomed.info/id/284009009|http://www.w3.org/2004/02/skos/core#prefLabel|type de voie d'administration
http://snomed.info/id/284466007|http://www.w3.org/2004/02/skos/core#prefLabel|technique de maîtrise de la colère
http://snomed.info/id/284467003|http://www.w3.org/2004/02/skos/core#prefLabel|technique de relaxation
http://snomed.info/id/284481001|http://www.w3.org/2004/02/skos/core#prefLabel|unité de charge électrique
http://snomed.info/id/2867002|http://www.w3.org/2004/02/skos/core#prefLabel|anictérique
http://snomed.info/id/286792001|http://www.w3.org/2004/02/skos/core#prefLabel|action : dénervation
http://snomed.info/id/286811001|http://www.w3.org/2004/02/skos/core#prefLabel|méthode de ventilation à pression limitée
http://snomed.info/id/288324002|http://www.w3.org/2004/02/skos/core#prefLabel|action : éversion
http://snomed.info/id/288462000|http://www.w3.org/2004/02/skos/core#prefLabel|type d'unité
http://snomed.info/id/288468001|http://www.w3.org/2004/02/skos/core#prefLabel|action : désinclusion
http://snomed.info/id/288480009|http://www.w3.org/2004/02/skos/core#prefLabel|phase prodromique
http://snomed.info/id/288524001|http://www.w3.org/2004/02/skos/core#prefLabel|évolution
http://snomed.info/id/288526004|http://www.w3.org/2004/02/skos/core#prefLabel|types d'épisodes
http://snomed.info/id/288527008|http://www.w3.org/2004/02/skos/core#prefLabel|nouvel épisode
http://snomed.info/id/288528003|http://www.w3.org/2004/02/skos/core#prefLabel|épisodes multiples
http://snomed.info/id/288529006|http://www.w3.org/2004/02/skos/core#prefLabel|valeurs contextuelles
http://snomed.info/id/288530001|http://www.w3.org/2004/02/skos/core#prefLabel|constatations à propos de la preuve
http://snomed.info/id/288531002|http://www.w3.org/2004/02/skos/core#prefLabel|état de la constatation
http://snomed.info/id/288532009|http://www.w3.org/2004/02/skos/core#prefLabel|valeurs contextuelles relatives aux actions
http://snomed.info/id/288533004|http://www.w3.org/2004/02/skos/core#prefLabel|valeurs de changement
http://snomed.info/id/288563008|http://www.w3.org/2004/02/skos/core#prefLabel|valeurs subséquentes
http://snomed.info/id/288564002|http://www.w3.org/2004/02/skos/core#prefLabel|à visée de suivi
http://snomed.info/id/289172004|http://www.w3.org/2004/02/skos/core#prefLabel|souple
http://snomed.info/id/289173009|http://www.w3.org/2004/02/skos/core#prefLabel|observance partielle
http://snomed.info/id/290001001|http://www.w3.org/2004/02/skos/core#prefLabel|action : récession
http://snomed.info/id/29475002|http://www.w3.org/2004/02/skos/core#prefLabel|pas de revue de
http://snomed.info/id/29506000|http://www.w3.org/2004/02/skos/core#prefLabel|boxe
http://snomed.info/id/29571009|http://www.w3.org/2004/02/skos/core#prefLabel|stade de niveau 1
http://snomed.info/id/297183000|http://www.w3.org/2004/02/skos/core#prefLabel|action : revascularisation
