uri|property|term|subhierarchy
http://snomed.info/id/371153006|http://www.w3.org/2004/02/skos/core#prefLabel|Independent|Findings values
http://snomed.info/id/371153006|http://www.w3.org/2004/02/skos/core#altLabel|Independently able|Findings values
http://snomed.info/id/371154000|http://www.w3.org/2004/02/skos/core#prefLabel|Dependent|Findings values
http://snomed.info/id/371155004|http://www.w3.org/2004/02/skos/core#prefLabel|Able to and does|Findings values
http://snomed.info/id/371157007|http://www.w3.org/2004/02/skos/core#prefLabel|Difficulty|Findings values
http://snomed.info/id/371157007|http://www.w3.org/2004/02/skos/core#altLabel|Able with difficulty|Findings values
http://snomed.info/id/371157007|http://www.w3.org/2004/02/skos/core#altLabel|Has difficulty doing|Findings values
http://snomed.info/id/371234007|http://www.w3.org/2004/02/skos/core#prefLabel|Color modifier|Descriptor
http://snomed.info/id/371234007|http://www.w3.org/2004/02/skos/core#prefLabel|Colour modifier|Descriptor
http://snomed.info/id/371240000|http://www.w3.org/2004/02/skos/core#prefLabel|Red color|Descriptor
http://snomed.info/id/371240000|http://www.w3.org/2004/02/skos/core#prefLabel|Red colour|Descriptor
http://snomed.info/id/371240000|http://www.w3.org/2004/02/skos/core#altLabel|Red|Descriptor
http://snomed.info/id/371242008|http://www.w3.org/2004/02/skos/core#prefLabel|Orange color|Descriptor
http://snomed.info/id/371242008|http://www.w3.org/2004/02/skos/core#prefLabel|Orange colour|Descriptor
http://snomed.info/id/371242008|http://www.w3.org/2004/02/skos/core#altLabel|Orange|Descriptor
http://snomed.info/id/371243003|http://www.w3.org/2004/02/skos/core#prefLabel|Pink color|Descriptor
http://snomed.info/id/371243003|http://www.w3.org/2004/02/skos/core#prefLabel|Pink colour|Descriptor
http://snomed.info/id/371243003|http://www.w3.org/2004/02/skos/core#altLabel|Pink|Descriptor
http://snomed.info/id/371244009|http://www.w3.org/2004/02/skos/core#prefLabel|Yellow color|Descriptor
http://snomed.info/id/371244009|http://www.w3.org/2004/02/skos/core#prefLabel|Yellow colour|Descriptor
http://snomed.info/id/371244009|http://www.w3.org/2004/02/skos/core#altLabel|Yellow|Descriptor
http://snomed.info/id/371246006|http://www.w3.org/2004/02/skos/core#prefLabel|Green color|Descriptor
http://snomed.info/id/371246006|http://www.w3.org/2004/02/skos/core#prefLabel|Green colour|Descriptor
http://snomed.info/id/371246006|http://www.w3.org/2004/02/skos/core#altLabel|Green|Descriptor
http://snomed.info/id/371248007|http://www.w3.org/2004/02/skos/core#prefLabel|Yellow green color|Descriptor
http://snomed.info/id/371248007|http://www.w3.org/2004/02/skos/core#prefLabel|Yellow green colour|Descriptor
http://snomed.info/id/371248007|http://www.w3.org/2004/02/skos/core#altLabel|Yellow green|Descriptor
http://snomed.info/id/371250004|http://www.w3.org/2004/02/skos/core#prefLabel|Purple color|Descriptor
http://snomed.info/id/371250004|http://www.w3.org/2004/02/skos/core#prefLabel|Purple colour|Descriptor
http://snomed.info/id/371250004|http://www.w3.org/2004/02/skos/core#altLabel|Purple|Descriptor
http://snomed.info/id/371251000|http://www.w3.org/2004/02/skos/core#prefLabel|White color|Descriptor
http://snomed.info/id/371251000|http://www.w3.org/2004/02/skos/core#prefLabel|White colour|Descriptor
http://snomed.info/id/371251000|http://www.w3.org/2004/02/skos/core#altLabel|White|Descriptor
http://snomed.info/id/371252007|http://www.w3.org/2004/02/skos/core#prefLabel|Black color|Descriptor
http://snomed.info/id/371252007|http://www.w3.org/2004/02/skos/core#prefLabel|Black colour|Descriptor
http://snomed.info/id/371252007|http://www.w3.org/2004/02/skos/core#altLabel|Black|Descriptor
http://snomed.info/id/371253002|http://www.w3.org/2004/02/skos/core#prefLabel|Gray color|Descriptor
http://snomed.info/id/371253002|http://www.w3.org/2004/02/skos/core#prefLabel|Grey colour|Descriptor
http://snomed.info/id/371253002|http://www.w3.org/2004/02/skos/core#altLabel|Gray|Descriptor
http://snomed.info/id/371253002|http://www.w3.org/2004/02/skos/core#altLabel|Grey|Descriptor
http://snomed.info/id/371254008|http://www.w3.org/2004/02/skos/core#prefLabel|Brown color|Descriptor
http://snomed.info/id/371254008|http://www.w3.org/2004/02/skos/core#prefLabel|Brown colour|Descriptor
http://snomed.info/id/371254008|http://www.w3.org/2004/02/skos/core#altLabel|Brown|Descriptor
http://snomed.info/id/371256005|http://www.w3.org/2004/02/skos/core#prefLabel|Gold color|Descriptor
http://snomed.info/id/371256005|http://www.w3.org/2004/02/skos/core#prefLabel|Gold colour|Descriptor
http://snomed.info/id/371256005|http://www.w3.org/2004/02/skos/core#altLabel|Gold|Descriptor
http://snomed.info/id/371257001|http://www.w3.org/2004/02/skos/core#prefLabel|Silver color|Descriptor
http://snomed.info/id/371257001|http://www.w3.org/2004/02/skos/core#prefLabel|Silver colour|Descriptor
http://snomed.info/id/371257001|http://www.w3.org/2004/02/skos/core#altLabel|Silver|Descriptor
http://snomed.info/id/371258006|http://www.w3.org/2004/02/skos/core#prefLabel|Bronze color|Descriptor
http://snomed.info/id/371258006|http://www.w3.org/2004/02/skos/core#prefLabel|Bronze colour|Descriptor
http://snomed.info/id/371258006|http://www.w3.org/2004/02/skos/core#altLabel|Bronze|Descriptor
http://snomed.info/id/371259003|http://www.w3.org/2004/02/skos/core#prefLabel|Color saturation modifier|Descriptor
http://snomed.info/id/371259003|http://www.w3.org/2004/02/skos/core#prefLabel|Colour saturation modifier|Descriptor
http://snomed.info/id/371262000|http://www.w3.org/2004/02/skos/core#prefLabel|Pale color saturation|Descriptor + Findings values
http://snomed.info/id/371262000|http://www.w3.org/2004/02/skos/core#prefLabel|Pale colour saturation|Descriptor + Findings values
http://snomed.info/id/371262000|http://www.w3.org/2004/02/skos/core#altLabel|Pale|Descriptor + Findings values
http://snomed.info/id/371262000|http://www.w3.org/2004/02/skos/core#altLabel|Pale color|Descriptor + Findings values
http://snomed.info/id/371262000|http://www.w3.org/2004/02/skos/core#altLabel|Pale colour|Descriptor + Findings values
http://snomed.info/id/371265003|http://www.w3.org/2004/02/skos/core#prefLabel|Vivid color saturation|Descriptor
http://snomed.info/id/371265003|http://www.w3.org/2004/02/skos/core#prefLabel|Vivid colour saturation|Descriptor
http://snomed.info/id/371265003|http://www.w3.org/2004/02/skos/core#altLabel|Vivid|Descriptor
http://snomed.info/id/371265003|http://www.w3.org/2004/02/skos/core#altLabel|Vivid color|Descriptor
http://snomed.info/id/371265003|http://www.w3.org/2004/02/skos/core#altLabel|Vivid colour|Descriptor
http://snomed.info/id/371266002|http://www.w3.org/2004/02/skos/core#prefLabel|Color brightness modifier|Descriptor
http://snomed.info/id/371266002|http://www.w3.org/2004/02/skos/core#prefLabel|Colour brightness modifier|Descriptor
http://snomed.info/id/371268001|http://www.w3.org/2004/02/skos/core#prefLabel|Light color|Descriptor
http://snomed.info/id/371268001|http://www.w3.org/2004/02/skos/core#prefLabel|Light colour|Descriptor
http://snomed.info/id/371268001|http://www.w3.org/2004/02/skos/core#altLabel|Light|Descriptor
http://snomed.info/id/371269009|http://www.w3.org/2004/02/skos/core#prefLabel|Dark color|Descriptor
http://snomed.info/id/371269009|http://www.w3.org/2004/02/skos/core#prefLabel|Dark colour|Descriptor
http://snomed.info/id/371569005|http://www.w3.org/2004/02/skos/core#prefLabel|Tuberculous|Descriptor
http://snomed.info/id/37161004|http://www.w3.org/2004/02/skos/core#prefLabel|Rectal route|Route of administration values
http://snomed.info/id/37161004|http://www.w3.org/2004/02/skos/core#altLabel|Per rectum|Route of administration values
http://snomed.info/id/37161004|http://www.w3.org/2004/02/skos/core#altLabel|Per rectum (route)|Route of administration values
http://snomed.info/id/37161004|http://www.w3.org/2004/02/skos/core#altLabel|Rectal use|Route of administration values
http://snomed.info/id/371871002|http://www.w3.org/2004/02/skos/core#prefLabel|Single beats - numeric estimation technique|Technique
http://snomed.info/id/371874005|http://www.w3.org/2004/02/skos/core#prefLabel|Cardiac catheterisation gradient assessment phase|Modifier mainly for procedure + Time frame
http://snomed.info/id/371874005|http://www.w3.org/2004/02/skos/core#prefLabel|Cardiac catheterization gradient assessment phase|Modifier mainly for procedure + Time frame
http://snomed.info/id/371878008|http://www.w3.org/2004/02/skos/core#prefLabel|Cardiac catheterisation procedure milestones|Modifier mainly for procedure + Time frame
http://snomed.info/id/371878008|http://www.w3.org/2004/02/skos/core#prefLabel|Cardiac catheterization procedure milestones|Modifier mainly for procedure + Time frame
http://snomed.info/id/371879000|http://www.w3.org/2004/02/skos/core#prefLabel|Abnormally high|Descriptor + Findings values
http://snomed.info/id/371880002|http://www.w3.org/2004/02/skos/core#prefLabel|Abnormally low|Descriptor + Findings values
http://snomed.info/id/371884006|http://www.w3.org/2004/02/skos/core#prefLabel|Range of measurement uncertainty|Property
http://snomed.info/id/371885007|http://www.w3.org/2004/02/skos/core#prefLabel|Range of lower measurement uncertainty|Property
http://snomed.info/id/371886008|http://www.w3.org/2004/02/skos/core#prefLabel|Range of upper measurement uncertainty|Property
http://snomed.info/id/371887004|http://www.w3.org/2004/02/skos/core#prefLabel|Ninetieth percentile|Ranked categories
http://snomed.info/id/371888009|http://www.w3.org/2004/02/skos/core#prefLabel|Fifth percentile|Ranked categories
http://snomed.info/id/371889001|http://www.w3.org/2004/02/skos/core#prefLabel|Ninety-fifth percentile|Ranked categories
http://snomed.info/id/371890005|http://www.w3.org/2004/02/skos/core#prefLabel|Tenth percentile|Ranked categories
http://snomed.info/id/371891009|http://www.w3.org/2004/02/skos/core#prefLabel|Percentile ranking|Property
http://snomed.info/id/371912002|http://www.w3.org/2004/02/skos/core#prefLabel|Best value|Technique
http://snomed.info/id/371912002|http://www.w3.org/2004/02/skos/core#altLabel|Best value - numeric estimation technique|Technique
http://snomed.info/id/371913007|http://www.w3.org/2004/02/skos/core#prefLabel|Point source - numeric estimation technique|Technique
http://snomed.info/id/371914001|http://www.w3.org/2004/02/skos/core#prefLabel|Peak to peak - numeric estimation technique|Technique
http://snomed.info/id/371916004|http://www.w3.org/2004/02/skos/core#prefLabel|Representative - numeric estimation technique|Technique
http://snomed.info/id/371917008|http://www.w3.org/2004/02/skos/core#prefLabel|One standard deviation above mean|Result comments
http://snomed.info/id/371918003|http://www.w3.org/2004/02/skos/core#prefLabel|Two standard deviations below mean|Result comments
http://snomed.info/id/371919006|http://www.w3.org/2004/02/skos/core#prefLabel|One standard deviation below mean|Result comments
http://snomed.info/id/371920000|http://www.w3.org/2004/02/skos/core#prefLabel|Two standard deviations above mean|Result comments
http://snomed.info/id/371922008|http://www.w3.org/2004/02/skos/core#prefLabel|Multiple irregularities|Descriptor
http://snomed.info/id/371923003|http://www.w3.org/2004/02/skos/core#prefLabel|Mild to moderate|Ranked categories + Special atomic mapping values
http://snomed.info/id/371924009|http://www.w3.org/2004/02/skos/core#prefLabel|Moderate to severe|Ranked categories + Special atomic mapping values
http://snomed.info/id/371925005|http://www.w3.org/2004/02/skos/core#prefLabel|Most significant|Findings values
http://snomed.info/id/371926006|http://www.w3.org/2004/02/skos/core#prefLabel|Highly significant|Findings values
http://snomed.info/id/371927002|http://www.w3.org/2004/02/skos/core#prefLabel|Moderately significant|Findings values
http://snomed.info/id/371928007|http://www.w3.org/2004/02/skos/core#prefLabel|Not significant|Findings values
http://snomed.info/id/371929004|http://www.w3.org/2004/02/skos/core#prefLabel|Minimally significant|Findings values
http://snomed.info/id/371930009|http://www.w3.org/2004/02/skos/core#prefLabel|Possible|Descriptor
http://snomed.info/id/371932001|http://www.w3.org/2004/02/skos/core#prefLabel|Borderline normal|Findings values
http://snomed.info/id/371933006|http://www.w3.org/2004/02/skos/core#prefLabel|Upper limit of reference range|Result comments
http://snomed.info/id/371934000|http://www.w3.org/2004/02/skos/core#prefLabel|Normality undetermined|Findings values
http://snomed.info/id/37197008|http://www.w3.org/2004/02/skos/core#prefLabel|Anterolateral|Descriptor + Spatial and relational concepts
http://snomed.info/id/37204000|http://www.w3.org/2004/02/skos/core#prefLabel|Compressing|Descriptor
http://snomed.info/id/372449004|http://www.w3.org/2004/02/skos/core#prefLabel|Dental route|Route of administration values
http://snomed.info/id/372449004|http://www.w3.org/2004/02/skos/core#altLabel|Dental use|Route of administration values
http://snomed.info/id/372450004|http://www.w3.org/2004/02/skos/core#prefLabel|Endocervical route|Route of administration values
http://snomed.info/id/372450004|http://www.w3.org/2004/02/skos/core#altLabel|Endocervical use|Route of administration values
http://snomed.info/id/372451000|http://www.w3.org/2004/02/skos/core#prefLabel|Endosinusial route|Route of administration values
http://snomed.info/id/372451000|http://www.w3.org/2004/02/skos/core#altLabel|Endosinusial use|Route of administration values
http://snomed.info/id/372452007|http://www.w3.org/2004/02/skos/core#prefLabel|Endotracheopulmonary route|Route of administration values
http://snomed.info/id/372452007|http://www.w3.org/2004/02/skos/core#altLabel|Endotracheopulmonary use|Route of administration values
http://snomed.info/id/372453002|http://www.w3.org/2004/02/skos/core#prefLabel|Extra-amniotic route|Route of administration values
http://snomed.info/id/372453002|http://www.w3.org/2004/02/skos/core#altLabel|Extra-amniotic use|Route of administration values
http://snomed.info/id/372454008|http://www.w3.org/2004/02/skos/core#prefLabel|Gastroenteral route|Route of administration values
http://snomed.info/id/372454008|http://www.w3.org/2004/02/skos/core#altLabel|Gastroenteral use|Route of administration values
http://snomed.info/id/372457001|http://www.w3.org/2004/02/skos/core#prefLabel|Gingival route|Route of administration values
http://snomed.info/id/372457001|http://www.w3.org/2004/02/skos/core#altLabel|Gingival use|Route of administration values
http://snomed.info/id/372458006|http://www.w3.org/2004/02/skos/core#prefLabel|Intraamniotic route|Route of administration values
http://snomed.info/id/372458006|http://www.w3.org/2004/02/skos/core#altLabel|Intraamniotic use|Route of administration values
http://snomed.info/id/372459003|http://www.w3.org/2004/02/skos/core#prefLabel|Intrabursal route|Route of administration values
http://snomed.info/id/372459003|http://www.w3.org/2004/02/skos/core#altLabel|Intrabursal use|Route of administration values
http://snomed.info/id/372460008|http://www.w3.org/2004/02/skos/core#prefLabel|Intracardiac route|Route of administration values
http://snomed.info/id/372460008|http://www.w3.org/2004/02/skos/core#altLabel|Intracardiac use|Route of administration values
http://snomed.info/id/372460008|http://www.w3.org/2004/02/skos/core#altLabel|Intracardial route|Route of administration values
http://snomed.info/id/372461007|http://www.w3.org/2004/02/skos/core#prefLabel|Intracavernous route|Route of administration values
http://snomed.info/id/372461007|http://www.w3.org/2004/02/skos/core#altLabel|Intracavernous use|Route of administration values
http://snomed.info/id/372462000|http://www.w3.org/2004/02/skos/core#prefLabel|Intracervical route|Route of administration values
http://snomed.info/id/372463005|http://www.w3.org/2004/02/skos/core#prefLabel|Intracoronary route|Route of administration values
http://snomed.info/id/372463005|http://www.w3.org/2004/02/skos/core#altLabel|Intracoronary use|Route of administration values
http://snomed.info/id/372464004|http://www.w3.org/2004/02/skos/core#prefLabel|Intradermal route|Route of administration values
http://snomed.info/id/372464004|http://www.w3.org/2004/02/skos/core#altLabel|Intracutaneous route|Route of administration values
http://snomed.info/id/372464004|http://www.w3.org/2004/02/skos/core#altLabel|Intracutaneous use|Route of administration values
http://snomed.info/id/372464004|http://www.w3.org/2004/02/skos/core#altLabel|Intradermal use|Route of administration values
http://snomed.info/id/372465003|http://www.w3.org/2004/02/skos/core#prefLabel|Intradiscal route|Route of administration values
http://snomed.info/id/372465003|http://www.w3.org/2004/02/skos/core#altLabel|Intradiscal use|Route of administration values
http://snomed.info/id/372466002|http://www.w3.org/2004/02/skos/core#prefLabel|Intralesional route|Route of administration values
http://snomed.info/id/372466002|http://www.w3.org/2004/02/skos/core#altLabel|Intralesional use|Route of administration values
http://snomed.info/id/372467006|http://www.w3.org/2004/02/skos/core#prefLabel|Intralymphatic route|Route of administration values
http://snomed.info/id/372467006|http://www.w3.org/2004/02/skos/core#altLabel|Intralymphatic use|Route of administration values
http://snomed.info/id/372468001|http://www.w3.org/2004/02/skos/core#prefLabel|Intraocular route|Route of administration values
http://snomed.info/id/372468001|http://www.w3.org/2004/02/skos/core#altLabel|Intraocular use|Route of administration values
http://snomed.info/id/372469009|http://www.w3.org/2004/02/skos/core#prefLabel|Intrapleural route|Route of administration values
http://snomed.info/id/372469009|http://www.w3.org/2004/02/skos/core#altLabel|Intrapleural use|Route of administration values
http://snomed.info/id/372470005|http://www.w3.org/2004/02/skos/core#prefLabel|Intrasternal route|Route of administration values
http://snomed.info/id/372470005|http://www.w3.org/2004/02/skos/core#altLabel|Intrasternal use|Route of administration values
http://snomed.info/id/372471009|http://www.w3.org/2004/02/skos/core#prefLabel|Intravesical route|Route of administration values
http://snomed.info/id/372471009|http://www.w3.org/2004/02/skos/core#altLabel|Intravesical use|Route of administration values
http://snomed.info/id/372472002|http://www.w3.org/2004/02/skos/core#prefLabel|Ocular route|Route of administration values
http://snomed.info/id/372473007|http://www.w3.org/2004/02/skos/core#prefLabel|Oromucosal route|Route of administration values
http://snomed.info/id/372473007|http://www.w3.org/2004/02/skos/core#altLabel|Oromucosal use|Route of administration values
http://snomed.info/id/372474001|http://www.w3.org/2004/02/skos/core#prefLabel|Periarticular route|Route of administration values
http://snomed.info/id/372474001|http://www.w3.org/2004/02/skos/core#altLabel|Periarticular use|Route of administration values
http://snomed.info/id/372475000|http://www.w3.org/2004/02/skos/core#prefLabel|Perineural route|Route of administration values
http://snomed.info/id/372475000|http://www.w3.org/2004/02/skos/core#altLabel|Perineural use|Route of administration values
http://snomed.info/id/372476004|http://www.w3.org/2004/02/skos/core#prefLabel|Subconjunctival route|Route of administration values
http://snomed.info/id/372476004|http://www.w3.org/2004/02/skos/core#altLabel|Subconjunctival use|Route of administration values
http://snomed.info/id/373066001|http://www.w3.org/2004/02/skos/core#prefLabel|Yes|Findings values
http://snomed.info/id/373067005|http://www.w3.org/2004/02/skos/core#prefLabel|No|Findings values
http://snomed.info/id/373068000|http://www.w3.org/2004/02/skos/core#prefLabel|Undetermined|Findings values
http://snomed.info/id/373098007|http://www.w3.org/2004/02/skos/core#prefLabel|Mean - numeric estimation technique|Technique
http://snomed.info/id/373098007|http://www.w3.org/2004/02/skos/core#altLabel|Average - numeric estimation technique|Technique
http://snomed.info/id/373099004|http://www.w3.org/2004/02/skos/core#prefLabel|Median - numeric estimation technique|Technique
http://snomed.info/id/373100007|http://www.w3.org/2004/02/skos/core#prefLabel|Mode - numeric estimation technique|Technique
http://snomed.info/id/373105002|http://www.w3.org/2004/02/skos/core#prefLabel|Cardiac catheterisation test/challenge phase|Modifier mainly for procedure + Time frame
http://snomed.info/id/373105002|http://www.w3.org/2004/02/skos/core#prefLabel|Cardiac catheterization test/challenge phase|Modifier mainly for procedure + Time frame
http://snomed.info/id/373115008|http://www.w3.org/2004/02/skos/core#prefLabel|Routine - numeric estimation technique|Technique
http://snomed.info/id/373121007|http://www.w3.org/2004/02/skos/core#prefLabel|Test not done|Result comments
http://snomed.info/id/373130004|http://www.w3.org/2004/02/skos/core#prefLabel|Hyperkinetic|Descriptor
http://snomed.info/id/373654008|http://www.w3.org/2004/02/skos/core#prefLabel|Medical referral service|Services, facilities and utilities
http://snomed.info/id/37378003|http://www.w3.org/2004/02/skos/core#prefLabel|Soft|Descriptor
http://snomed.info/id/373808002|http://www.w3.org/2004/02/skos/core#prefLabel|Curative - procedure intent|Descriptor
http://snomed.info/id/373808002|http://www.w3.org/2004/02/skos/core#altLabel|Curative|Descriptor
http://snomed.info/id/373808002|http://www.w3.org/2004/02/skos/core#altLabel|Curative procedure|Descriptor
http://snomed.info/id/373808002|http://www.w3.org/2004/02/skos/core#altLabel|Radical procedure intent|Descriptor
http://snomed.info/id/373825000|http://www.w3.org/2004/02/skos/core#prefLabel|Staging - procedure intent|Descriptor
http://snomed.info/id/373825000|http://www.w3.org/2004/02/skos/core#altLabel|Staging procedure|Descriptor
http://snomed.info/id/373846009|http://www.w3.org/2004/02/skos/core#prefLabel|Adjuvant - intent|Descriptor
http://snomed.info/id/373847000|http://www.w3.org/2004/02/skos/core#prefLabel|Neo-adjuvant - intent|Descriptor
http://snomed.info/id/373863008|http://www.w3.org/2004/02/skos/core#prefLabel|Intracavitary|Spatial and relational concepts
http://snomed.info/id/373935005|http://www.w3.org/2004/02/skos/core#prefLabel|Subacute onset|Descriptor + Special atomic mapping values
http://snomed.info/id/3751000175100|http://www.w3.org/2004/02/skos/core#prefLabel|Paediatric emergency medical service|Services, facilities and utilities
http://snomed.info/id/3751000175100|http://www.w3.org/2004/02/skos/core#prefLabel|Pediatric emergency medical service|Services, facilities and utilities
http://snomed.info/id/37523008|http://www.w3.org/2004/02/skos/core#prefLabel|Immunologic|Descriptor + Modifier related to basic sciences
http://snomed.info/id/37523008|http://www.w3.org/2004/02/skos/core#altLabel|Immunological|Descriptor + Modifier related to basic sciences
http://snomed.info/id/37601002|http://www.w3.org/2004/02/skos/core#prefLabel|Courtgame|Sport
http://snomed.info/id/3761000175103|http://www.w3.org/2004/02/skos/core#prefLabel|Paediatric endocrinology service|Services, facilities and utilities
http://snomed.info/id/3761000175103|http://www.w3.org/2004/02/skos/core#prefLabel|Pediatric endocrinology service|Services, facilities and utilities
http://snomed.info/id/376161000221102|http://www.w3.org/2004/02/skos/core#prefLabel|Adult population|Product target population
http://snomed.info/id/376171000221106|http://www.w3.org/2004/02/skos/core#prefLabel|Paediatric population|Product target population
http://snomed.info/id/376171000221106|http://www.w3.org/2004/02/skos/core#prefLabel|Pediatric population|Product target population
http://snomed.info/id/3771000175106|http://www.w3.org/2004/02/skos/core#prefLabel|Paediatric gastroenterology service|Services, facilities and utilities
http://snomed.info/id/3771000175106|http://www.w3.org/2004/02/skos/core#prefLabel|Pediatric gastroenterology service|Services, facilities and utilities
http://snomed.info/id/37733003|http://www.w3.org/2004/02/skos/core#prefLabel|Midstage|General clinical stage for disease AND/OR neoplasm
http://snomed.info/id/37733003|http://www.w3.org/2004/02/skos/core#altLabel|Midcycle|General clinical stage for disease AND/OR neoplasm
http://snomed.info/id/37737002|http://www.w3.org/2004/02/skos/core#prefLabel|Intraluminal route|Route of administration values
http://snomed.info/id/37737002|http://www.w3.org/2004/02/skos/core#altLabel|Intraluminal use|Route of administration values
http://snomed.info/id/3781000175109|http://www.w3.org/2004/02/skos/core#prefLabel|Paediatric infectious disease service|Services, facilities and utilities
http://snomed.info/id/3781000175109|http://www.w3.org/2004/02/skos/core#prefLabel|Pediatric infectious disease service|Services, facilities and utilities
http://snomed.info/id/37839007|http://www.w3.org/2004/02/skos/core#prefLabel|Sublingual route|Route of administration values
http://snomed.info/id/37839007|http://www.w3.org/2004/02/skos/core#altLabel|Sublingual use|Route of administration values
http://snomed.info/id/37865006|http://www.w3.org/2004/02/skos/core#prefLabel|Regressive|Descriptor
http://snomed.info/id/37877001|http://www.w3.org/2004/02/skos/core#prefLabel|Environmental agent|Any hazardous entity
http://snomed.info/id/3791000175107|http://www.w3.org/2004/02/skos/core#prefLabel|Paediatric nephrology service|Services, facilities and utilities
http://snomed.info/id/3791000175107|http://www.w3.org/2004/02/skos/core#prefLabel|Pediatric nephrology service|Services, facilities and utilities
http://snomed.info/id/380001|http://www.w3.org/2004/02/skos/core#prefLabel|Normal variation in shape|Descriptor
http://snomed.info/id/380001|http://www.w3.org/2004/02/skos/core#altLabel|Normal variation in contour|Descriptor
http://snomed.info/id/3801000175108|http://www.w3.org/2004/02/skos/core#prefLabel|Paediatric pulmonology service|Services, facilities and utilities
http://snomed.info/id/3801000175108|http://www.w3.org/2004/02/skos/core#prefLabel|Pediatric pulmonology service|Services, facilities and utilities
http://snomed.info/id/38239002|http://www.w3.org/2004/02/skos/core#prefLabel|Intraperitoneal route|Route of administration values
http://snomed.info/id/38239002|http://www.w3.org/2004/02/skos/core#altLabel|Intraperitoneal use|Route of administration values
http://snomed.info/id/38434005|http://www.w3.org/2004/02/skos/core#prefLabel|No confirmation of|General information qualifier
http://snomed.info/id/38434005|http://www.w3.org/2004/02/skos/core#altLabel|No confirmation of (contextual qualifier)|General information qualifier
http://snomed.info/id/384812005|http://www.w3.org/2004/02/skos/core#prefLabel|Moderately differentiated|General clinical stage for disease AND/OR neoplasm + Ranked categories + Special atomic mapping values
http://snomed.info/id/385018001|http://www.w3.org/2004/02/skos/core#prefLabel|Oral drops|Pharmaceutical dose form
http://snomed.info/id/385018001|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release oral drops|Pharmaceutical dose form
http://snomed.info/id/385019009|http://www.w3.org/2004/02/skos/core#prefLabel|Oral drops solution|Pharmaceutical dose form
http://snomed.info/id/385019009|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release solution for oral drops|Pharmaceutical dose form
http://snomed.info/id/385020003|http://www.w3.org/2004/02/skos/core#prefLabel|Oral drops suspension|Pharmaceutical dose form
http://snomed.info/id/385020003|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release suspension for oral drops|Pharmaceutical dose form
http://snomed.info/id/385021004|http://www.w3.org/2004/02/skos/core#prefLabel|Oral drops emulsion|Pharmaceutical dose form
http://snomed.info/id/385021004|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release emulsion for oral drops|Pharmaceutical dose form
http://snomed.info/id/385023001|http://www.w3.org/2004/02/skos/core#prefLabel|Oral solution|Pharmaceutical dose form
http://snomed.info/id/385023001|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release oral solution|Pharmaceutical dose form
http://snomed.info/id/385024007|http://www.w3.org/2004/02/skos/core#prefLabel|Oral suspension|Pharmaceutical dose form
http://snomed.info/id/385024007|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release oral suspension|Pharmaceutical dose form
http://snomed.info/id/385025008|http://www.w3.org/2004/02/skos/core#prefLabel|Oral emulsion|Pharmaceutical dose form
http://snomed.info/id/385025008|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release oral emulsion|Pharmaceutical dose form
http://snomed.info/id/385026009|http://www.w3.org/2004/02/skos/core#prefLabel|Powder for oral solution|Pharmaceutical dose form
http://snomed.info/id/385026009|http://www.w3.org/2004/02/skos/core#altLabel|Powder for conventional release oral solution|Pharmaceutical dose form
http://snomed.info/id/385027000|http://www.w3.org/2004/02/skos/core#prefLabel|Powder for oral suspension|Pharmaceutical dose form
http://snomed.info/id/385027000|http://www.w3.org/2004/02/skos/core#altLabel|Powder for conventional release oral suspension|Pharmaceutical dose form
http://snomed.info/id/385028005|http://www.w3.org/2004/02/skos/core#prefLabel|Granules for oral solution|Pharmaceutical dose form
http://snomed.info/id/385028005|http://www.w3.org/2004/02/skos/core#altLabel|Granules for conventional release oral solution|Pharmaceutical dose form
http://snomed.info/id/385029002|http://www.w3.org/2004/02/skos/core#prefLabel|Granules for oral suspension|Pharmaceutical dose form
http://snomed.info/id/385029002|http://www.w3.org/2004/02/skos/core#altLabel|Granules for conventional release oral suspension|Pharmaceutical dose form
http://snomed.info/id/385032004|http://www.w3.org/2004/02/skos/core#prefLabel|Oral syrup|Pharmaceutical dose form
http://snomed.info/id/385032004|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release oral syrup|Pharmaceutical dose form
http://snomed.info/id/385033009|http://www.w3.org/2004/02/skos/core#prefLabel|Powder for oral syrup|Pharmaceutical dose form
http://snomed.info/id/385033009|http://www.w3.org/2004/02/skos/core#altLabel|Powder for conventional release oral syrup|Pharmaceutical dose form
http://snomed.info/id/385034003|http://www.w3.org/2004/02/skos/core#prefLabel|Granules for oral syrup|Pharmaceutical dose form
http://snomed.info/id/385034003|http://www.w3.org/2004/02/skos/core#altLabel|Granules for conventional release oral syrup|Pharmaceutical dose form
http://snomed.info/id/385037005|http://www.w3.org/2004/02/skos/core#prefLabel|Herbal tea|Type of drug preparation
http://snomed.info/id/385038000|http://www.w3.org/2004/02/skos/core#prefLabel|Oral gel|Pharmaceutical dose form
http://snomed.info/id/385038000|http://www.w3.org/2004/02/skos/core#altLabel|Conventional release oral gel|Pharmaceutical dose form
